kode;nama;level;issummary;defsign
"4.3.1.05.03";"Pendapatan Hibah dari Donor Lainnya";4;0;1;
"4.3.2";"Dana Darurat";2;1;1;
"4.3.2.01";"Penanggulangan Korban / Kerusakan Akibat Bencana Alam";3;1;1;
"4.3.2.01.01";"Korban/Kerusakan Akibat Bencana Alam";4;0;1;
"4.3.3";"Dana Bagi Hasil Pajak dari Provinsi dan Pemerintah Daerah Lainnya";2;1;1;
"4.3.3.01";"Dana Bagi Hasil Pajak dari Provinsi ";3;1;1;
"4.3.3.01.01";"Bagi Hasil dari Pajak Kendaraan Bermotor";4;0;1;
"4.3.3.01.02";"Bagi Hasil dari Pajak Kendaraan Diatas Air";4;0;1;
"4.3.3.01.03";"Bagi Hasil dari Bea Balik Nama Kendaraan Bermotor";4;0;1;
"4.3.3.01.04";"Bagi Hasil dari Bea Balik Nama Kendaraan Diatas Air";4;0;1;
"4.3.3.01.05";"Bagi Hasil dari Pajak Bahan Bakar Kendaraan Bermotor";4;0;1;
"4.3.3.01.06";"Bagi Hasil dari Pajak Pengambilan dan Pemanfaatan Air Bawah Tanah";4;0;1;
"4.3.3.01.07";"Bagi Hasil dari Pajak Pengambilan dan Pemanfaatan Air Permukaan";4;0;1;
"4.3.3.01.08";"Bagi Hasil dari Pajak Rokok";4;0;1;
"4.3.3.02";"Dana Bagi Hasil Pajak dari Provinsi*";3;1;1;
"4.3.3.02.01";"Dana Bagi Hasil Pajak dari Provinsi ..*";4;0;1;
"4.3.3.03";"Dana Bagi Hasil Pajak dari Kabupaten";3;1;1;
"4.3.3.03.01";"Dana Bagi Hasil Pajak dari Kabupaten ";4;0;1;
"4.3.3.04";"Dana Bagi Hasil dari Kota";3;1;1;
"4.3.3.04.01";"Dana Bagi Hasil dari Kota ..";4;0;1;
"4.3.4";"Dana Penyesuaian dan Otonomi Khusus";2;1;1;
"4.3.4.01";"Dana Penyesuaian";3;1;1;
"4.3.4.01.01";"Dana Penyesuaian ..";4;0;1;
"4.3.4.01.02";"Tunjangan Profesi Guru";4;0;1;
"4.3.4.01.03";"Tambahan Penghasilan Guru ";4;0;1;
"4.3.4.01.04";"Dana Insentif Daerah ";4;0;1;
"4.3.4.02";"Dana Otonomi Khusus";3;1;1;
"4.3.4.02.01";"Dana Otonomi Khusus .";4;0;1;
"4.3.5";"Bantuan Keuangan dari Provinsi atau Pemerintah Daerah Lainnya";2;1;1;
"4.3.5.01";"Bantuan Keuangan dari Provinsi";3;1;1;
"4.3.5.01.01";"Bantuan Keuangan dari  Provinsi";4;0;1;
"4.3.5.01.02";"Bantuan Keuangan dari Provinsi DKI";4;0;1;
"4.3.5.01.03";"Bantuan Keuangan dari Kemenkeu*";4;0;1;
"4.3.5.02";"Bantuan Keuangan dari Kabupaten";3;1;1;
"4.3.5.02.01";"Bantuan Keuangan dari Kabupaten .";4;0;1;
"4.3.5.03";"Bantuan Keuangan dari Kota";3;1;1;
"4.3.5.03.01";"Bantuan Keuangan dari Kota .";4;0;1;
"5";"BELANJA DAERAH";0;1;-1;
"5,1,6,06,10";"Belanja Bagi Hasil Pajak dan Retribusi daerah kepada Desa K";4;0;-1;
"5,1,6,06,159";"Belanja Bagi Hasil Pajak dan Retribusi daerah kepada desa a54";4;0;-1;
"5.1";"Belanja Tidak Langsung";1;1;-1;
"5.1.1";"Belanja Pegawai";2;1;-1;
"5.1.1.01";"Gaji dan Tunjangan";3;1;-1;
"5.1.1.01.01";"Gaji Pokok PNS / Uang Representasi";4;0;-1;
"5.1.1.01.02";"Tunjangan Keluarga";4;0;-1;
"5.1.1.01.03";"Tunjangan Jabatan";4;0;-1;
"5.1.1.01.04";"Tunjangan Fungsional";4;0;-1;
"5.1.1.01.05";"Tunjangan Umum";4;0;-1;
"5.1.1.01.06";"Tunjangan Beras";4;0;-1;
"5.1.1.01.07";"Tunjangan PPh";4;0;-1;
"5.1.1.01.08";"Pembulatan Gaji";4;0;-1;
"5.1.1.01.09";"Iuran Asuransi Kesehatan";4;0;-1;
"5.1.1.01.10";"Uang Paket";4;0;-1;
"5.1.1.01.11";"Tunjangan Panitia Musyawarah";4;0;-1;
"5.1.1.01.12";"Tunjangan Komisi";4;0;-1;
"5.1.1.01.13";"Tunjangan Panitia Anggaran";4;0;-1;
"5.1.1.01.14";"Tunjangan Badan Kehormatan";4;0;-1;
"5.1.1.01.15";"Tunjangan Alat Kelengkapan Lainnya";4;0;-1;
"5.1.1.01.16";"Tunjangan Perumahan";4;0;-1;
"5.1.1.01.17";"Uang Duka Wafat / Tewas";4;0;-1;
"5.1.1.01.18";"Uang Jasa Pengabdian";4;0;-1;
"5.1.1.01.19";"Belanja Penunjang Operasional Pimpinan DPRD*";4;0;-1;
"5.1.1.01.20";"Uang Lembur*";4;0;-1;
"5.1.1.01.21";"Iuran BPJS Kesehatan";4;0;-1;
"5.1.1.01.22";"Iuran BPJS Ketenagakerjaan";4;0;-1;
"5.1.1.02";"Tambahan Penghasilan PNS";3;1;-1;
"5.1.1.02.01";"Tambahan Penghasilan Berdasarkan Beban Kerja";4;0;-1;
"5.1.1.02.02";"Tambahan Penghasilan Berdasarkan Tempat Bertugas";4;0;-1;
"5.1.1.02.03";"Tambahan Penghasilan Berdasarkan Kondisi Kerja";4;0;-1;
"5.1.1.02.04";"Tambahan Penghasilan Berdasarkan Kelangkaan Profesi";4;0;-1;
"5.1.1.02.05";"Tambahan Penghasilan Berdasarkan Prestasi Kerja";4;0;-1;
"5.1.1.03";"Dana Pimpinan dan Anggota DPRD serta KDH / WKDH";3;1;-1;
"5.1.1.03.01";"Belanja Penunjang Operasional Pimpinan DPRD";4;0;-1;
"5.1.1.03.02";"Tunjangan Komunikasi Intensif Pimpinan dan Anggota DPRD";4;0;-1;
"5.1.1.03.03";"Belanja Penunjang Operasional KDH / WKDH";4;0;-1;
"5.1.1.04";"Insentif Pemungutan Pajak Daerah dan Retribusi Daerah";3;1;-1;
"5.1.1.04.01";"Insentif Pemungutan PBB";4;0;-1;
"5.1.1.04.02";"Insentif Pemungutan Pajak Daerah";4;0;-1;
"5.1.1.04.03";"Insentif Pemungutan Retribusi Daerah";4;0;-1;
"5.1.1.05";"Tunjangan Tambahan Penghasilan Guru PNSD";3;1;-1;
"5.1.1.05.01";"Tunjangan Profesi Guru PNSD (Sertifikasi)";4;0;-1;
"5.1.1.05.02";"Tunjangan Tambahan Penghasilan Guru PNSD (Non Sertifikasi)";4;0;-1;
"5.1.2";"Belanja Bunga";2;1;-1;
"5.1.2.01";"Bunga Utang Pinjaman";3;1;-1;
"5.1.2.01.01";"Bunga Utang Pinjaman Kepada Pemerintah";4;0;-1;
"5.1.2.01.02";"Bunga Utang Pinjaman Kepada Pemerintah Daerah Lainnya";4;0;-1;
"5.1.2.01.03";"Bunga Utang Pinjaman Kepada Lembaga Keuangan Bank";4;0;-1;
"5.1.2.01.04";"Bunga Utang Pinjaman Kepada Lembaga Keuangan Bukan Bank";4;0;-1;
"5.1.2.02";"Bunga Utang Obligasi";3;1;-1;
"5.1.2.02.01";"Bunga Utang  Obligasi";4;0;-1;
"5.1.3";"Belanja Subsidi";2;1;-1;
"5.1.3.01";"Belanja Subsidi Kepada Perusahaan / Lembaga";3;1;-1;
"5.1.3.01.01";"Belanja Subsidi Kepada Perusahaan";4;0;-1;
"5.1.3.01.02";"Belanja Subsidi Kepada Lembaga";4;0;-1;
"5.1.4";"Belanja Hibah";2;1;-1;
"5.1.4.01";"Belanja Hibah Kepada Pemerintah ";3;1;-1;
"5.1.4.01.01";"Belanja Hibah Kepada Pemerintah  ";4;0;-1;
"5.1.4.01.02";"Komisi Pemilihan Umum*";4;0;-1;
"5.1.4.01.03";"Panitia Pengawas Pemilu*";4;0;-1;-1,00
"5.1.4.02";"Belanja Hibah Kepada Pemerintah Daerah Lainnya";3;1;-1;
"5.1.4.02.01";"Belanja Hibah Kepada Pemerintah Propinsi";4;0;-1;
"5.1.4.02.02";"Belanja Hibah Kepada Pemerintah Kabupaten/Kota";4;0;-1;
"5.1.4.02.03";"Koni*";4;0;-1;-1,00
"5.1.4.02.04";"LPTQ Kabupaten* ";4;0;-1;-1,00
"5.1.4.02.05";"Korpri*";4;0;-1;-1,00
"5.1.4.02.06";"PKK Kabupaten*";4;0;-1;-1,00
"5.1.4.02.07";"PKK Kecamatan*";4;0;-1;-1,00
"5.1.4.02.08";"TMMD*";4;0;-1;-1,00
"5.1.4.02.09";"Wakaf Depag*";4;0;-1;-1,00
"5.1.4.02.10";"Replikasi - PNPM*";4;0;-1;-1,00
"5.1.4.02.11";"KODIM*";4;0;-1;
"5.1.4.02.12";"Bantuan Pembangunan Barak Purna Paskibraka*";4;0;-1;
"5.1.4.02.13";"Belanja Hibah kepada Pemerintah Daerah lainnya *";4;0;-1;
"5.1.4.02.14";"Bantuan Pembangunan Kantor KODIM Tigaraksa Tangerang*";4;0;-1;
"5.1.4.03";"Belanja Hibah Kepada Pemerintahan Desa";3;1;-1;
"5.1.4.03.01";"Belanja Hibah Kepada Pemerintahan  Desa";4;0;-1;
"5.1.4.04";"Belanja Hibah Kepada Perusahaan Daerah / BUMD";3;1;-1;
"5.1.4.04.01";"Belanja Hibah Kepada Perusahaan  Daerah / BUMD";4;0;-1;
"5.1.4.05";"Belanja Hibah Kepada Badan / Lembaga / Organisasi Swasta";3;1;-1;
"5.1.4.05.01";"Belanja Hibah Kepada Badan / Lembaga / Organisasi Swasta";4;0;-1;
"5.1.4.06";"Belanja Hibah Kepada Masyarakat ";3;1;-1;
"5.1.4.06.01";"Cost Sharing PNPM*";4;0;-1;-1,00
"5.1.4.06.02";"Bedah Rumah Berbasis Kawasan*";4;0;-1;-1,00
"5.1.4.06.03";"Kabupaten Tangerang Sehat*";4;0;-1;-1,00
"5.1.4.06.04";"Transport Jamaah Haji*";4;0;-1;-1,00
"5.1.4.06.05";"P2WKSS*";4;0;-1;
"5.1.4.06.06";"Sanitasi Lingkungan Berbasis Masyarakat (SLBM-DAK)*";4;0;-1;
"5.1.4.06.07";"Program Penanggulangan HIV/AIDS*";4;0;-1;
"5.1.4.06.08";"National Paraolimpic Commite International Kabupaten Tangerang (NPCI)*";4;0;-1;
"5.1.4.06.09";"Bantuan pengadaan Tanah Masjid Kelapa Dua*";4;0;-1;
"5.1.4.06.10";"Sanitasi Air Bersih*";4;0;-1;
"5.1.4.06.11";"National Paraolimpic Commite Indonesia Kabupaten Tangerang (NPCI)*";4;0;-1;
"5.1.4.06.12";"Belanja Hibah kepada masyarakat";4;0;-1;
"5.1.4.07";"Belanja Hibah Kepada Organisasi Kemasyarakatan";3;1;-1;
"5.1.4.07.01";"Belanja Hibah kepada Organisasi Kemasyarakatan ";4;0;-1;
"5.1.4.07.02";"PMI*";4;0;-1;-1,00
"5.1.4.07.03";"Pramuka*";4;0;-1;-1,00
"5.1.4.07.04";"KNPI*";4;0;-1;-1,00
"5.1.4.07.05";"Bantuan Gerakan Pramuka Sakabakti Husada Tingkat Kabupaten Tangerang*";4;0;-1;
"5.1.5";"Belanja Bantuan Sosial";2;1;-1;
"5.1.5.01";"Belanja Bantuan Sosial yang dapat direncanakan";3;1;-1;
"5.1.5.01.01";"Belanja Bantuan Sosial Kepada Individu dan/atau keluarga";4;0;-1;
"5.1.5.01.02";"Belanja Bantuan Sosial kepada Masyarakat";4;0;-1;
"5.1.5.01.03";"Belanja Bantuan Sosial kepada Lembaga Non Pemerintah ";4;0;-1;
"5.1.5.02";"Belanja Bantuan Sosial yang tidak dapat direncanakan";3;1;-1;
"5.1.5.02.01";"Belanja Bantuan Sosial Kepada Individu dan/atau keluarga";4;0;-1;-1,00
"5.1.5.02.02";"Belanja Bantuan Sosial kepada Masyarakat";4;0;-1;-1,00
"5.1.5.02.03";"Belanja Bantuan Sosial kepada Lembaga Non Pemerintah ";4;0;-1;-1,00
"5.1.5.02.04";"Bantuan operasional organisasi kemasyarakatan di 29 kecamatan";4;0;-1;-1,00
"5.1.5.02.05";"Bantuan operasional Yayasan Dharma Wanita*";4;0;-1;-1,00
"5.1.5.02.06";"Bantuan lanjutan untuk Lembaga Kebudayaan dan Pariwisata (LEKAT)*";4;0;-1;-1,00
"5.1.5.02.07";"Bantuan operasional Badan Narkotika Kabupaten (BNK)*";4;0;-1;-1,00
"5.1.5.02.08";"Bantuan operasional Taruna Siaga Bencana (TAGANA)*";4;0;-1;-1,00
"5.1.5.02.09";"Bantuan untuk kegiatan Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak (P2TP2A)*";4;0;-1;-1,00
"5.1.5.02.10";"Bantuan untuk pembinaan DHC/DPC Angkatan 45*";4;0;-1;-1,00
"5.1.5.02.11";"Bantuan operasional Gerakan Organisasi Wanita (GOW)*";4;0;-1;-1,00
"5.1.5.02.12";"Bantuan operasional Koordinator Kegiatan Kesejahteraan Sosial (K3S)*";4;0;-1;-1,00
"5.1.5.02.13";"Bantuan operasional PWRI*";4;0;-1;-1,00
"5.1.5.02.14";"Bantuan operasional POKJATAP *";4;0;-1;-1,00
"5.1.5.02.15";"Bantuan untuk Pembinaan Macab LVRI Kab.Tangerang*";4;0;-1;-1,00
"5.1.5.02.16";"Bantuan untuk pembinaan PEPABRI*";4;0;-1;-1,00
"5.1.5.02.17";"Bantuan operasional Kegiatan GN-OTA*";4;0;-1;-1,00
"5.1.5.02.18";"Bantuan untuk kegietan Himpunan Wanita Penyandang Cacat (HWPCI)*";4;0;-1;-1,00
"5.1.5.02.19";"Bantuan lanjutan operasional Pusat Pelatihan Pertanian dan Pedesaan Swadaya (P4S)*";4;0;-1;-1,00
"5.1.5.02.20";"Bantuan operasional Lembaga Perlindungan dan Pemberdayaan Masyarakat (LEMBUTAN)*";4;0;-1;-1,00
"5.1.5.02.21";"Bantuan Iuran APKASI (Asosiasi Pemerintah Kabupaten Seluruh Indonesia ) Tahun 2012* ";4;0;-1;-1,00
"5.1.5.02.22";"Bantuan operasional kegiatan Paduan Suara Rama Bhakti*";4;0;-1;-1,00
"5.1.5.02.23";"Bantuan untuk Forum Purna Prakarya Muda Indonesia (FPPMI)*";4;0;-1;-1,00
"5.1.5.02.24";"Bantuan Kesekretariatan GAPPEKINDO Kab. Tangerang*";4;0;-1;-1,00
"5.1.5.02.25";"Bantuan Operasional Forum Sarjana Penggerak Pembangunan Pedesaan Kabupaten Tangerang (FSP3)*";4;0;-1;-1,00
"5.1.5.02.26";"Bantuan Operasional Paguyuban Tenaga Kesejahteraan Sosial Kecamatan (TKSK) Kab. Tangerang*";4;0;-1;-1,00
"5.1.5.02.27";"Bantuan Relokasi 225 Makam wakaf kp. Cipicung Ds. Lengkong Kulon, dan 10 Makam di Pemakaman Arya Wangsakara dalam rangka Pemb. TMP. Kec. Pagedangan*";4;0;-1;
"5.1.5.02.28";"Bantuan Kepada Asosiasi Pemerintah Desa Seluruh Indonesia (APDESI) Kabupaten Tangerang*";4;0;-1;
"5.1.5.02.29";"Bantuan Kepada Komisi Penanggulangan HIV/AIDS*";4;0;-1;
"5.1.5.02.30";"Bantuan LSM SIMAK Jl. Anggrek IV Ds. Perahu Kec. Sukamulya Kab. Tangerang*";4;0;-1;
"5.1.5.02.31";"Bantuan UMKM AKSINDO Perum PWS Kota Tigaraksa Blok AF 18 No. 58 kel. Kadu Agung Kec. Tigaraksa*";4;0;-1;
"5.1.5.02.32";"Bantuan DPC Federasi Transportasi dan Angkutan Serikat Buruh Sejahtera Indonesia Alamat Ruko 19 Terminal Sentiong Kec, Balaraja*";4;0;-1;
"5.1.5.02.33";"Bantuan Federasi Konstruksi, Umum dan Informal Serikat Buruh Sejahtera Indonesia Ds. jeunjing Rt. 02/02 Kec. Cisoka*";4;0;-1;
"5.1.5.02.34";"Bantuan LSM GEMPAR Jl. Batang Agam Raya No. 10 Kel. Bencongan Kelapa Dua Tangerang*";4;0;-1;
"5.1.5.02.35";"Belanja Bantuan Sosial Kepada Organisasi Sosial Kemasyarakatan*";4;0;-1;
"5.1.5.02.36";"Belanja Bantuan Sosial kepada Organisasi Masyarakat yang tidak direncanakan*";4;0;-1;
"5.1.5.03";"Bantuan Sosial kepada Lembaga Non Pemerintah *";3;1;-1;-1,00
"5.1.5.03.01";"Bantuan Sosial kepada Lembaga Non Pemerintah *";4;0;-1;-1,00
"5.1.5.03.02";" KEC. JAMBE*";4;0;-1;-1,00
"5.1.5.03.03";" KEC. CISOKA*";4;0;-1;-1,00
"5.1.5.03.04";" KEC. SOLEAR*";4;0;-1;-1,00
"5.1.5.03.05";" KEC. JAYANTI*";4;0;-1;-1,00
"5.1.5.03.06";" KEC. PAKUHAJI*";4;0;-1;-1,00
"5.1.5.03.07";" KEC. SEPATAN*";4;0;-1;-1,00
"5.1.5.03.08";" KEC. GUNUNG KALER*";4;0;-1;-1,00
"5.1.5.03.09";" KEC. PAGEDANGAN*";4;0;-1;-1,00
"5.1.5.03.10";" KEC. TELUKNAGA*";4;0;-1;-1,00
"5.1.5.03.11";" KEC. RAJEG*";4;0;-1;-1,00
"5.1.5.03.12";" KEC. SEPATAN TIMUR*";4;0;-1;-1,00
"5.1.5.03.13";" KEC. KRONJO*";4;0;-1;-1,00
"5.1.5.03.14";" KEC. CURUG*";4;0;-1;-1,00
"5.1.5.03.15";" KEC. SUKADIRI*";4;0;-1;-1,00
"5.1.5.03.16";" KEC. MAUK*";4;0;-1;-1,00
"5.1.5.03.17";" KEC. CIKUPA*";4;0;-1;-1,00
"5.1.5.03.18";" KEC. PASARKEMIS*";4;0;-1;-1,00
"5.1.5.03.19";" KEC. KEMIRI*";4;0;-1;-1,00
"5.1.5.03.20";" KEC. KRESEK*";4;0;-1;-1,00
"5.1.5.03.21";" KEC. SUKAMULYA*";4;0;-1;-1,00
"5.1.5.03.22";" KEC. KELAPA DUA*";4;0;-1;-1,00
"5.1.5.03.23";" KEC. MEKAR BARU*";4;0;-1;-1,00
"5.1.5.03.24";" KEC. SINDANG JAYA*";4;0;-1;-1,00
"5.1.5.03.25";" KEC. PANONGAN*";4;0;-1;-1,00
"5.1.5.03.26";" KEC. LEGOK*";4;0;-1;-1,00
"5.1.5.03.27";" KEC. BALARAJA*";4;0;-1;-1,00
"5.1.5.03.28";"Bantuan kepada kegiatan kepemudaan di Kecamatan Lainnya*";4;0;-1;-1,00
"5.1.5.03.29";"Bantuan Operasional Forum Pekerja Sosial Masyarakat*";4;0;-1;
"5.1.5.03.30";"Bantuan Sosial Kepada untuk MPC Pemuda Pancasila Kabupaten Tangerang*";4;0;-1;
"5.1.5.03.31";"Bantuan Biaya Pendidikan Mahasiswa Kurang Mampu asal Kabupaten Tangerang*";4;0;-1;
"5.1.5.03.32";"Bantuan Kepada Federasi Olah Raga Rekreasi Masyarakat Indonesia (FORMI)*";4;0;-1;
"5.1.5.03.33";"Bantuan Operasional Kegiatan Pemilihan Kang Nong Kabupaten Tangerang*";4;0;-1;
"5.1.5.03.34";"Bantuan untuk Marching Band Gita Wibawa*";4;0;-1;
"5.1.5.03.35";"Bantuan untuk Pembentukan Kompi Paskibraka dan Diklat Serta Pendampingan Pasukan 45*";4;0;-1;
"5.1.5.03.36";"Bantuan Kegiatan Generasi Muda*";4;0;-1;
"5.1.5.03.37";"Belanja Bantuan Sosial kepada Lembaga Non Pemerintah yang tidak direncanakan*";4;0;-1;
"5.1.5.04";"Belanja Bantuan Sosial Kepada Partai Politik*";3;1;-1;
"5.1.5.04.01";"Belanja Bantuan Sosial Kepada Partai  Politik*";4;0;-1;
"5.1.5.05";"Bantuan Kepada Guru Ngaji*";3;1;-1;-1,00
"5.1.5.05.01";"Wilayah Kecamatan Tigaraksa*";4;0;-1;-1,00
"5.1.5.05.02";"Wilayah Kecamatan Cisoka*";4;0;-1;-1,00
"5.1.5.05.03";"Wilayah Kecamatan Balaraja*";4;0;-1;-1,00
"5.1.5.05.04";" Wilayah Kecamatan Kelapa Dua* ";4;0;-1;-1,00
"5.1.5.05.05";" Wilayah Kecamatan Pasar Kemis* ";4;0;-1;-1,00
"5.1.5.05.06";" Wilayah Kecamatan Jayanti *";4;0;-1;-1,00
"5.1.5.05.07";" Wilayah Kecamatan Jambe *";4;0;-1;-1,00
"5.1.5.05.08";" Wilayah Kecamatan Cikupa *";4;0;-1;-1,00
"5.1.5.05.09";" Wilayah Kecamatan Panongan *";4;0;-1;-1,00
"5.1.5.05.10";" Wilayah Kecamatan Curug *";4;0;-1;-1,00
"5.1.5.05.11";" Wilayah Kecamatan Legok *";4;0;-1;-1,00
"5.1.5.05.12";" Wilayah Kecamatan Kresek *";4;0;-1;-1,00
"5.1.5.05.13";" Wilayah Kecamatan Kronjo* ";4;0;-1;-1,00
"5.1.5.05.14";" Wilayah Kecamatan Mauk *";4;0;-1;-1,00
"5.1.5.05.15";" Wilayah Kecamatan Rajeg *";4;0;-1;-1,00
"5.1.5.05.16";" Wilayah Kecamatan Sepatan *";4;0;-1;-1,00
"5.1.5.05.17";" Wilayah Kecamatan Sepatan Timur *";4;0;-1;-1,00
"5.1.5.05.18";" Wilayah Kecamatan Teluk Naga *";4;0;-1;-1,00
"5.1.5.05.19";" Wilayah Kecamatan Pakuhaji *";4;0;-1;-1,00
"5.1.5.05.20";" Wilayah Kecamatan Kosambi *";4;0;-1;-1,00
"5.1.5.05.21";" Wilayah Kecamatan Gunung Kaler *";4;0;-1;-1,00
"5.1.5.05.22";" Wilayah Kecamatan Pagedangan *";4;0;-1;-1,00
"5.1.5.05.23";" Wilayah Kecamatan Kemiri *";4;0;-1;-1,00
"5.1.5.05.24";" Wilayah Kecamatan Sukadiri *";4;0;-1;-1,00
"5.1.5.05.25";" Wilayah Kecamatan Cisauk *";4;0;-1;-1,00
"5.1.5.05.26";" Wilayah Kecamatan Sindang Jaya *";4;0;-1;-1,00
"5.1.5.05.27";" Wilayah Kecamatan Solear  *";4;0;-1;-1,00
"5.1.5.05.28";" Wilayah Kecamatan Mekar Baru *";4;0;-1;-1,00
"5.1.5.05.29";" Wilayah Kecamatan Sukamulya *";4;0;-1;-1,00
"5.1.5.05.30";"Bantuan Kepada Guru Ngaji*";4;0;-1;
"5.1.5.06";"BANTUAN ORGANISASI BIDANG PENDIDIKAN*";3;1;-1;-1,00
"5.1.5.06.01";"Bantuan operasional Persatuan Guru Republik Indonesia (PGRI)*";4;0;-1;-1,00
"5.1.5.06.02";"Bantuan operasional Dewan Pendidikan Kabupaten Tangerang*";4;0;-1;-1,00
"5.1.5.06.03";"Bantuan operasional Persatuan Guru Madrasah Ibtidaiyah (PGMI)*";4;0;-1;-1,00
"5.1.5.06.04";"Bantuan kepada lembaga pendidikan di 29 Kecamatan*";4;0;-1;-1,00
"5.1.5.06.05";"Bantuan operasional kegiatan Pendidikan Pena Ungu*";4;0;-1;-1,00
"5.1.5.06.06";"Bantuan Pendidikan Mts Bani Ihsan Kp. Leles Rt.002/007 Kel. Sindang Sari - Pasar Kemis*";4;0;-1;-1,00
"5.1.5.06.07";"Bantuan Yayasan Pendidikan Rustanul Aulad Desa Sodong*";4;0;-1;-1,00
"5.1.5.06.08";"Bantuan Pendidikan Mts Yabika Jl. Perum Asabri Kp. Kutruk Ds. Kutruk Kec. Jambe*";4;0;-1;-1,00
"5.1.5.06.09";"Bantuan Pendidikan Az-Zahra Komplek Sekolah Terpadu Az-zahra Yayasan Al-Amin Kec. Tigaraksa*";4;0;-1;-1,00
"5.1.5.06.10";"Bantuan Pendidikan Anak Usia Dini (PAUD) Az-Zahra Nur Rohmah Rt.02/01 Pasar Gadung Kec. Cikupa*";4;0;-1;-1,00
"5.1.5.06.11";"Bantuan Kepada SDIP Insan Rabbani dalam Rangka Lomba Sekolah Sehat (Tim Pembina UKS  Kec. Tigaraksa)*";4;0;-1;
"5.1.5.06.12";"Bantuan Organisasi Bidang Pendidikan*";4;0;-1;
"5.1.5.07";"BANTUAN PERS DAN MAS MEDIA*";3;1;-1;-1,00
"5.1.5.07.01";"Bantuan operasional Komite Wartawan Reformasi Indonesia (KWRI)*";4;0;-1;-1,00
"5.1.5.07.02";"Bantuan operasional Kegiatan Forum LSM dan Wartawan*";4;0;-1;-1,00
"5.1.5.07.03";"Bantuan Operasional WARTA BANTEN Jl. Perintis Kemerdekaan - Kota Tangerang*";4;0;-1;-1,00
"5.1.5.07.04";"Bantuan Operasional SATELIT NEWS Komp.Gren Gaden Blok A.1 No.2 Tangerang*";4;0;-1;-1,00
"5.1.5.07.05";"Bantuan Operasional Surat Kabar Kompas Indonesia Jl. Waru Raya No.27, Cengkareng Indah, Jakarta Barat*";4;0;-1;-1,00
"5.1.5.07.06";"Bantuan Operasional Koran Tangerang Raya Taman Royal Jl.Mahoni No.62A Tangerang*";4;0;-1;-1,00
"5.1.5.07.07";"Bantuan Operasional Harian Pelita Wisma Toegoe Jl.Puncak Bogor KM 85*";4;0;-1;-1,00
"5.1.5.07.08";"Bantuan Operasional Swara Nasional Pos Jl.Swasembada Timur XII tanjung Priok-Jakarta* ";4;0;-1;-1,00
"5.1.5.07.09";"Bantuan Operasional Media FAKTA Jl. Tanjung Pura Raya No.17 kali Deres - Jakarta Utara*";4;0;-1;-1,00
"5.1.5.07.10";"Bantuan Operasional SKB Exspose Jl. Raya Tipar Cakung-Jakarta*";4;0;-1;-1,00
"5.1.5.07.11";"Bantuan Operasional Tabloid Kontras Jl. Pramuka Blok D-7 Depok*";4;0;-1;-1,00
"5.1.5.07.12";"Bantuan Operasional Pelita Rakyat Jl. Aster I Blok L-2, Cibitung Bekasi*";4;0;-1;-1,00
"5.1.5.07.13";"Bantuan Operasional FORMALITA Rawa Rengas 01/04 No.30 Kosambi *";4;0;-1;-1,00
"5.1.5.07.14";"Bantuan Operasional PWI Cabang Banten Jl. Jendral Sudirman No.25 Serang-Banten*";4;0;-1;-1,00
"5.1.5.07.15";"Bantuan Operasional Surat Kabar Progresif Jaya Jl. Tamunanten No.35c-Jakbar*";4;0;-1;-1,00
"5.1.5.07.16";"Bantuan Operasional Majalah DERAP Jl. Bidar III B No.25 Kelapa Dua-Tangerang*";4;0;-1;-1,00
"5.1.5.07.17";"Bantuan Operasional Tabloid Lalu lintas dan Kriminal Jl. Dharmawangsa I Kebayoran Baru*";4;0;-1;-1,00
"5.1.5.07.18";"Bantuan Operasional Tabloid Umum VISUAL Ruko Green Land Blok E-No.4, Cengkareng-Jakbar*";4;0;-1;-1,00
"5.1.5.07.19";"Bantuan Operasional Tabloid Fenomenal Rusun Flamboyan Blok C. Lt.Dasar No.10-12 Cengkareng*";4;0;-1;-1,00
"5.1.5.07.20";"Bantuan Operasional Serikat Pewarta Kab.Tangerang Jl. Raya Cisoka GPC B.A.12 No.6*";4;0;-1;-1,00
"5.1.5.07.21";"Bantuan Operasional Surat Kabar Umum Sergap Jl. Singosari raya  No.58 Perum III - Cibodas*";4;0;-1;-1,00
"5.1.5.07.22";"Bantuan Operasional Unit Kerja Wartawan Kejaksaan-Pemda-Pol Perum PWS Blok AF 18/101 B-Tigaraksa*";4;0;-1;-1,00
"5.1.5.07.23";"Bantuan Operasional Tabloid Tipikor Jl.Raya Prancis Rukan Villa Bandara  Blok N-3.A-Tangerang*";4;0;-1;-1,00
"5.1.5.07.24";"Bantuan Operasional Klik Banten Jl. Cangkudu - Cisoka, Griya Permata B. A.12 No.16*";4;0;-1;-1,00
"5.1.5.07.25";"Bantuan Operasional POKJA Wartwan Harian Tangerang Jl. Perintis kemerdekaan No. 38A Kota Tangerang*";4;0;-1;-1,00
"5.1.5.07.26";"Bantuan Operasional Tangerang Ekspress Jl. Jendral Sudirman No.20 - Tangerang*";4;0;-1;-1,00
"5.1.5.07.27";"Bantuan Operasional DPC Gabungan Wartawan Indonesia- Jl. Raya Kresek Perum Permata Balaraja Blok B.6/23 Balaraja*";4;0;-1;-1,00
